Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp,Avg Resp,Min Resp,Max Resp
Cycling,2017-08-12 07:00:26,false,"Tha Yang Cycling","600.67","7,610","23:20:45","135","186","--","--","--","25.7","63.8","2,322","2,311","0.00","0.0","0.0","--","80","213","113","--","322.6","142","91","771","0.0","0.0","93242","--","--","0:00","19.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-08-10 20:52:00,false,"Indoor Cycling","30.20","518","01:25:05","115","147","--","--","--","21.3","28.6","--","--","0.00","0.0","0.0","--","71","98","104","50% L / 50% R","16.6","117","102","175","0.0","0.0","6052","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-08-09 20:20:04,false,"Indoor Cycling","30.08","499","01:32:11","103","136","--","--","--","19.6","26.1","--","1","0.00","0.0","0.0","--","64","79","92","50% L / 50% R","13.9","94","90","150","0.0","0.0","5945","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-08-08 18:26:43,false,"Cardio","0.00","182","01:06:06","69","117","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-08-06 07:01:54,false,"Nong Chok Cycling","206.69","2,420","07:22:36","147","180","--","--","--","28.0","48.4","217","204","0.00","0.0","0.0","--","82","117","106","--","88.9","122","91","742","0.0","0.0","31957","--","--","0:00","22.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-08-05 06:56:30,false,"Sam Khok Cycling","86.38","973","02:51:55","144","169","--","--","--","30.2","40.8","31","41","0.00","0.0","0.0","--","86","114","106","--","34.7","117","94","447","0.0","0.0","13850","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-08-03 21:39:33,false,"Cardio","0.00","68","00:12:16","91","154","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-08-02 18:25:57,false,"Cardio","0.00","181","01:06:07","69","117","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-08-01 20:44:12,false,"Indoor Cycling","20.16","336","01:10:04","104","152","--","--","--","17.3","21.2","--","--","0.00","0.0","0.0","--","61","74","81","50% L / 50% R","8.2","84","80","123","0.0","0.0","4317","--","--","0:00","21.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-07-31 22:14:50,false,"Cardio","0.00","62","00:16:15","77","109","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-07-31 21:04:06,false,"Indoor Cycling","20.24","348","01:01:03","111","156","--","--","--","19.9","29.0","--","--","0.00","0.0","0.0","--","66","81","96","50% L / 50% R","10.1","104","95","157","0.0","0.0","4058","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--"
Walking,2017-07-30 19:03:32,false,"Walking","6.88","451","01:24:13","90","124","--","--","--","12:15","4:13","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-07-29 07:00:44,false,"Don Tum Cycling","306.57","3,577","10:28:22","139","172","--","--","--","29.3","46.9","203","185","0.00","0.0","0.0","--","81","133","107","--","129.9","122","95","581","0.0","0.0","45376","--","--","0:00","23.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-07-28 06:51:37,false,"Sam Khok Cycling","82.69","1,060","02:46:38","138","166","--","--","--","29.8","43.8","51","57","0.00","0.0","0.0","--","88","167","118","--","41.6","129","106","1,513","0.0","0.0","13545","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-07-27 22:02:07,false,"Cardio","0.00","60","00:15:10","77","138","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-07-27 18:29:43,false,"Cardio","0.00","184","01:03:18","71","116","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-07-26 20:45:02,false,"Indoor Cycling","22.02","447","01:01:13","117","145","--","--","--","21.6","25.8","1","1","0.00","0.0","0.0","--","76","91","124","50% L / 50% R","16.7","133","122","181","0.0","0.0","4684","--","--","0:00","21.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-07-25 22:05:37,false,"Cardio","0.00","67","00:12:06","91","154","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-07-25 20:39:22,false,"Indoor Cycling","25.03","590","01:05:14","126","145","--","--","--","23.0","28.2","--","1","0.00","0.0","0.0","--","83","99","162","50% L / 50% R","30.5","175","151","249","0.0","0.0","5475","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-07-23 18:29:18,false,"Sai Mai Running","5.35","315","00:33:41","157","176","3.7","158","162","6:18","5:19","83","72","1.01","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-07-22 07:02:41,false,"Muang Pathum Thani Cycling","106.48","1,321","03:31:29","147","168","--","--","--","30.2","41.3","71","86","0.00","0.0","0.0","--","91","115","117","--","52.0","127","104","702","0.0","0.0","17848","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-07-21 19:27:28,false,"Sai Mai Running","6.24","370","00:40:56","155","167","3.8","158","164","6:34","5:39","--","7","0.96","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cardio,2017-07-20 20:16:33,false,"Cardio","0.00","80","00:10:29","107","154","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-07-20 19:18:14,false,"Sai Mai Running","6.17","343","00:37:47","159","179","4.3","158","164","6:07","5:27","1","4","1.04","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-07-18 19:37:12,false,"Sai Mai Running","6.18","374","00:40:13","162","178","4.6","158","162","6:31","5:36","--","5","0.97","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-07-16 19:07:42,false,"Sai Mai Running","6.15","380","00:40:46","162","178","4.2","160","166","6:38","5:25","1","6","0.95","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","30.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-07-15 07:01:15,false,"Muang Nakhon Pathom Cycling","213.63","2,184","08:04:14","141","190","--","--","--","26.5","38.7","162","139","0.00","0.0","0.0","--","77","127","86","--","64.4","98","75","1,129","0.0","0.0","32956","--","--","0:00","23.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-07-11 20:44:20,false,"Indoor Cycling","0.00","227","01:14:28","93","156","--","--","--","--","--","--","--","0.00","0.0","0.0","--","70","106","112","--","16.6","56","51","509","0.0","0.0","2528","--","--","0:00","19.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-07-10 18:46:26,false,"Sai Mai Running","6.17","353","00:40:10","155","173","3.8","160","166","6:30","5:22","--","1","0.96","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-07-09 07:01:33,false,"Bang Khun Thian Cycling","138.51","1,239","03:59:06","134","175","--","--","--","34.8","47.9","191","178","0.00","0.0","0.0","--","78","112","104","--","46.3","106","86","572","0.0","0.0","16340","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2017-07-08 06:52:54,false,"Sam Khok Cycling","102.69","1,161","03:14:52","156","187","--","--","--","31.6","45.8","79","86","0.00","0.0","0.0","--","82","115","120","--","149.5","126","99","569","0.0","0.0","14773","--","--","0:00","23.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-07-05 19:08:46,false,"Sai Mai Running","7.46","477","00:49:34","166","182","5.0","160","162","6:39","4:56","--","5","0.94","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-07-04 20:23:23,false,"Indoor Cycling","31.36","394","01:15:06","124","150","--","--","--","25.1","33.9","--","--","0.00","0.0","0.0","--","68","92","90","50% L / 50% R","25.2","102","87","150","0.0","0.0","5090","--","--","0:00","21.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-07-02 20:26:49,false,"Indoor Cycling","25.17","313","01:01:36","114","140","--","--","--","24.5","30.3","--","--","0.00","0.0","0.0","--","65","80","86","50% L / 50% R","18.7","90","85","133","0.0","0.0","4061","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--"
Road Cycling,2017-07-01 07:18:08,false,"Bang Khun Thian Road Cycling","139.10","1,550","04:31:21","137","178","--","--","--","30.8","45.4","186","183","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-28 21:44:58,false,"Indoor Cycling","15.10","204","00:31:06","132","160","--","--","--","29.1","38.6","--","--","0.00","0.0","0.0","--","70","92","115","50% L / 50% R","17.0","121","109","190","0.0","0.0","2193","--","--","0:00","22.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-26 19:06:00,false,"Indoor Cycling","45.04","558","01:46:41","120","167","--","--","--","25.3","31.6","1","--","0.00","0.0","0.0","--","68","84","88","50% L / 50% R","34.6","96","87","298","0.0","0.0","7259","--","--","0:00","21.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-06-25 19:16:09,false,"Sai Mai Running","6.41","328","00:44:17","142","179","3.6","160","176","6:55","6:19","--","6","0.91","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","30.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-06-23 19:32:14,false,"Sai Mai Running","6.15","356","00:40:40","156","181","4.3","158","162","6:37","4:37","--","3","0.96","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-22 19:42:02,false,"Indoor Cycling","45.62","510","01:32:28","123","145","--","--","--","29.6","38.6","--","--","0.00","0.0","0.0","--","78","95","94","50% L / 50% R","33.9","98","92","158","0.0","0.0","7263","--","--","0:00","21.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-19 20:31:41,false,"Indoor Cycling","35.03","373","01:02:07","129","157","--","--","--","33.8","42.7","--","1","0.00","0.0","0.0","--","80","101","104","50% L / 50% R","28.0","117","100","183","0.0","0.0","4955","--","--","0:00","21.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-06-18 19:48:15,false,"Sai Mai Running","6.07","369","00:41:17","160","184","4.6","160","166","6:48","5:46","4","20","0.91","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-06-17 19:29:55,false,"Sai Mai Running","6.09","389","00:42:38","162","178","5.0","158","164","7:00","5:37","--","6","0.90","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","30.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-06-15 19:26:40,false,"Sai Mai Running","6.12","398","00:44:09","160","180","5.0","158","164","7:13","5:42","--","4","0.87","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-12 22:05:38,false,"Indoor Cycling","15.17","162","00:32:02","119","180","--","--","--","28.4","56.0","1","1","0.00","0.0","0.0","--","68","99","109","50% L / 50% R","15.6","78","84","260","0.0","0.0","2097","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-12 21:22:58,false,"Indoor Cycling","14.76","157","00:30:18","119","144","--","--","--","29.2","37.0","--","--","0.00","0.0","0.0","--","70","87","88","50% L / 50% R","9.6","75","86","151","0.0","0.0","2137","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-12 20:56:45,false,"Indoor Cycling","4.34","46","00:10:28","115","131","--","--","--","24.9","31.8","--","--","0.00","0.0","0.0","--","62","74","77","50% L / 50% R","2.5","38","73","120","0.0","0.0","646","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-06-11 19:30:49,false,"Sai Mai Running","5.99","407","00:41:34","167","189","5.0","158","164","6:56","5:04","--","3","0.92","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","28.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-09 19:20:04,false,"Indoor Cycling","33.54","335","01:15:17","115","151","--","--","--","26.7","33.9","--","--","0.00","0.0","0.0","--","64","79","75","50% L / 50% R","17.8","78","74","207","0.0","0.0","4818","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-06-07 19:29:53,false,"Indoor Cycling","31.03","342","01:00:19","143","199","--","--","--","30.9","74.3","--","--","0.00","0.0","0.0","--","76","131","118","50% L / 50% R","34.6","119","95","355","0.0","0.0","4624","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Running,2017-06-05 19:08:35,false,"Sai Mai Running","6.21","499","00:50:51","160","181","5.0","150","166","8:11","5:34","--","8","0.82","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Uncategorized,2017-06-03 19:27:00,false,"3Jun17 Northpark  1st Run","6.01","--","00:45:34","168","189","--","--","--","7.9","25.6","50","53","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-31 20:50:02,false,"Indoor Cycling","25.03","294","00:51:09","123","172","--","--","--","29.4","40.7","--","--","0.00","0.0","0.0","--","74","98","98","50% L / 50% R","20.3","101","96","158","0.0","0.0","3797","--","--","0:00","22.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-30 20:55:39,false,"Indoor Cycling","27.08","292","01:00:31","129","172","--","--","--","26.9","33.2","--","--","0.00","0.0","0.0","--","72","90","82","50% L / 50% R","17.0","90","81","129","0.0","0.0","4398","--","--","0:00","25.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-29 21:16:22,false,"Indoor Cycling","21.36","225","00:50:05","123","165","--","--","--","25.6","33.7","--","1","0.00","0.0","0.0","--","63","79","77","50% L / 50% R","12.2","82","75","116","0.0","0.0","3191","--","--","0:00","22.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-25 20:41:26,false,"Indoor Cycling","25.63","271","01:00:30","97","152","--","--","--","25.4","33.2","--","--","0.00","0.0","0.0","--","69","95","76","50% L / 50% R","14.6","83","75","154","0.0","0.0","4151","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-24 20:47:42,false,"Indoor Cycling","30.53","379","01:00:03","133","200","--","--","--","30.5","52.9","2","3","0.00","0.0","0.0","--","78","114","119","50% L / 50% R","35.2","128","105","250","0.0","0.0","4693","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-23 20:17:05,false,"Indoor Cycling","30.15","386","01:15:04","114","175","--","--","--","24.1","67.4","--","1","0.00","0.0","0.0","--","80","117","103","50% L / 50% R","32.9","90","86","324","0.0","0.0","5987","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-21 20:52:14,false,"Indoor Cycling","25.02","314","00:50:15","132","172","--","--","--","29.9","43.9","1","--","0.00","0.0","0.0","--","81","117","113","50% L / 50% R","26.3","121","104","208","0.0","0.0","4083","--","--","0:00","29.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-20 20:33:06,false,"Indoor Cycling","20.79","257","00:45:06","112","139","--","--","--","27.7","34.6","--","2","0.00","0.0","0.0","--","77","101","98","50% L / 50% R","18.0","108","95","280","0.0","0.0","3490","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
Indoor Cycling,2017-05-19 20:52:19,false,"Indoor Cycling","31.52","394","01:01:06","132","165","--","--","--","31.0","40.9","--","--","0.00","0.0","0.0","--","80","98","112","50% L / 50% R","31.7","126","108","178","0.0","0.0","4923","--","--","0:00","27.0","0:00","No","00:00.00","--","0.0","--","--","--"
