Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Grit,Flow,Total Strokes,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
road_biking,2019-01-05 06:22:20,false,"Bang Phli Road Cycling","93.95","1,143","02:54:41","136","169","--","--","--","32.3","49.8","13","18","0.00","0.0","0.0","78","116","126","50% L / 50% R","49.6","144","109","561","0.0","0.0","13221","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2019-01-04 18:38:01,false,"Bang Phli Road Cycling","23.72","319","00:48:26","136","174","--","--","--","29.4","36.6","8","12","0.00","0.0","0.0","91","114","129","50% L / 50% R","14.3","152","110","355","0.0","0.0","4314","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2019-01-03 17:51:01,false,"Bang Phli Road Cycling","72.36","857","02:00:57","157","181","--","--","--","35.9","45.5","14","21","0.00","0.0","0.0","78","122","132","50% L / 50% R","38.1","149","118","611","0.0","0.0","8607","0:00","22.0","0:00","No","00:00.00","4","0.0"
road_biking,2018-12-28 07:02:50,false,"Bang Phli Road Cycling","70.39","874","02:09:57","--","--","--","--","--","32.5","44.0","7","11","0.00","0.0","0.0","75","112","124","50% L / 50% R","82.9","135","112","515","0.0","0.0","9409","0:00","22.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-12-25 07:14:27,false,"Mueang Nan Road Cycling","164.83","2,237","06:40:07","137","188","--","--","--","24.7","69.9","1,635","1,596","0.00","0.0","0.0","74","132","131","50% L / 50% R","285.6","139","93","557","0.0","0.0","23634","0:00","11.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-12-24 14:38:38,false,"Mae Tha Road Cycling","18.32","454","00:26:44","--","--","--","--","--","41.1","85.4","62","206","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","24.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-12-24 07:33:07,false,"Mueang Chiang Mai Road Cycling","29.16","497","01:39:58","140","179","--","--","--","17.5","50.2","661","671","0.00","0.0","0.0","70","112","146","50% L / 50% R","87.4","135","83","1,040","0.0","0.0","4801","0:00","14.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-23 06:17:09,false,"Mueang Chiang Mai Road Cycling","110.00","1,945","06:27:04","118","173","--","--","--","17.1","59.6","2,027","2,011","0.00","0.0","0.0","61","198","131","50% L / 50% R","271.9","139","84","570","0.0","0.0","17061","0:00","12.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-19 18:08:43,false,"Bang Phli Road Cycling","70.35","818","02:03:00","135","168","--","--","--","34.3","42.7","3","5","0.00","0.0","0.0","79","113","124","50% L / 50% R","78.7","132","111","521","0.0","0.0","9284","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-18 18:17:11,false,"Bang Phli Road Cycling","46.84","468","01:24:11","115","139","--","--","--","33.4","47.1","3","5","0.00","0.0","0.0","74","119","134","50% L / 50% R","63.0","116","93","636","0.0","0.0","5964","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-16 07:48:50,false,"Pak Chong Road Cycling","70.11","1,365","03:29:48","132","184","--","--","--","20.1","61.6","1,310","1,287","0.00","0.0","0.0","67","114","152","50% L / 50% R","200.5","169","109","607","0.0","0.0","10852","0:00","16.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-15 06:30:59,false,"Bang Phli Road Cycling","70.35","810","02:10:14","--","--","--","--","--","32.4","44.8","4","7","0.00","0.0","0.0","75","133","113","50% L / 50% R","69.3","121","104","436","0.0","0.0","9399","0:00","19.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-14 18:06:20,false,"Bang Phli Road Cycling","47.19","583","01:40:04","119","154","--","--","--","28.3","37.6","9","12","0.00","0.0","0.0","81","103","108","50% L / 50% R","48.1","118","97","339","0.0","0.0","7867","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-13 17:52:20,false,"Bang Phli Road Cycling","70.62","929","02:07:31","137","175","--","--","--","33.2","49.5","11","14","0.00","0.0","0.0","80","132","148","50% L / 50% R","116.4","151","122","632","0.0","0.0","9832","0:00","23.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-12-11 17:45:19,false,"Bang Phli Road Cycling","70.36","873","01:59:53","141","177","--","--","--","35.2","46.9","2","7","0.00","0.0","0.0","79","131","137","50% L / 50% R","93.6","146","121","587","0.0","0.0","8904","0:00","26.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-12-10 06:25:38,false,"Bang Phli Road Cycling","94.21","1,115","02:56:26","127","173","--","--","--","32.0","47.7","10","13","0.00","0.0","0.0","74","126","125","50% L / 50% R","113.8","142","105","446","0.0","0.0","12644","0:00","21.0","0:00","No","00:00.00","4","0.0"
road_biking,2018-12-09 06:53:45,false,"Pak Chong Road Cycling","68.05","1,300","03:35:57","135","180","--","--","--","18.9","61.2","1,314","1,321","0.00","0.0","0.0","65","101","148","50% L / 50% R","196.9","158","100","509","0.0","0.0","10587","0:00","16.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-05 06:31:23,false,"Bang Phli Road Cycling","70.46","701","01:58:33","132","175","--","--","--","35.7","46.0","3","7","0.00","0.0","0.0","74","104","120","50% L / 50% R","70.6","141","99","509","0.0","0.0","8149","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-04 18:05:58,false,"Bang Phli Road Cycling","46.88","367","02:12:53","95","126","--","--","--","21.2","26.0","3","3","0.00","0.0","0.0","59","87","49","49% L / 51% R","13.4","59","46","198","0.0","0.0","7494","0:00","27.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-12-02 06:01:13,false,"Ban Na Road Cycling","211.15","3,060","08:24:39","145","186","--","--","--","25.1","67.7","1,831","1,821","0.00","0.0","0.0","70","142","134","50% L / 50% R","332.8","162","105","1,033","0.0","0.0","25470","0:00","18.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-12-01 06:33:08,false,"Bang Phli Road Cycling","46.94","527","01:28:33","131","156","--","--","--","31.8","38.1","2","4","0.00","0.0","0.0","80","101","107","50% L / 50% R","42.0","121","99","370","0.0","0.0","7003","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-29 17:42:16,false,"Bang Phli Road Cycling","70.13","731","01:57:17","134","159","--","--","--","35.9","45.9","4","6","0.00","0.0","0.0","75","151","114","50% L / 50% R","63.7","121","104","564","0.0","0.0","8328","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-27 17:08:45,false,"Bang Phli Road Cycling","81.24","1,057","02:38:09","137","177","--","--","--","30.8","44.7","9","18","0.00","0.0","0.0","77","120","129","50% L / 50% R","108.7","142","111","574","0.0","0.0","11360","0:00","22.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-26 17:13:28,false,"Bang Phli Road Cycling","94.12","1,298","02:59:49","137","166","--","--","--","31.4","44.3","12","16","0.00","0.0","0.0","74","167","128","50% L / 50% R","121.9","143","121","701","0.0","0.0","12871","0:00","25.0","0:00","No","00:00.00","4","0.0"
road_biking,2018-11-24 22:08:40,false,"Pak Chong Road Cycling","43.71","662","01:53:37","116","157","--","--","--","23.1","56.8","388","395","0.00","0.0","0.0","62","137","133","50% L / 50% R","83.7","122","97","692","0.0","0.0","5184","0:00","17.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-24 07:23:30,false,"Pak Chong Road Cycling","129.36","1,790","05:36:09","136","183","--","--","--","23.1","67.9","1,264","1,241","0.00","0.0","0.0","64","187","140","50% L / 50% R","274.0","138","89","1,050","0.0","0.0","15271","0:00","17.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-22 18:15:44,false,"Lak Si Road Cycling","42.26","583","01:31:21","142","173","--","--","--","27.8","34.7","6","10","0.00","0.0","0.0","85","117","116","50% L / 50% R","50.8","123","106","559","0.0","0.0","7037","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-18 17:51:43,false,"Lak Si Road Cycling","81.62","1,067","03:07:24","127","165","--","--","--","26.1","32.7","13","18","0.00","0.0","0.0","83","101","100","50% L / 50% R","78.3","103","95","518","0.0","0.0","14292","0:00","22.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-17 06:27:29,false,"Mueang Pathum Thani Road Cycling","86.10","1,149","02:52:25","153","179","--","--","--","30.0","44.4","33","41","0.00","0.0","0.0","75","127","125","50% L / 50% R","111.9","135","111","491","0.0","0.0","11659","0:00","22.0","0:00","No","00:00.00","1","0.0"
virtual_run,2018-11-15 19:20:48,false,"Running","1.30","84","00:07:55.7","161","175","--","148","172","6:05","2:17","--","--","1.11","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-15 18:48:55,false,"Lak Si Other","7.70","538","00:57:42","113","129","1.5","--","--","7:30","3:57","--","10","1.75","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","29.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-11 06:28:25,false,"Bang Phli Road Cycling","100.19","1,261","03:05:48","142","183","--","--","--","32.4","45.7","8","11","0.00","0.0","0.0","70","101","125","50% L / 50% R","120.2","144","113","483","0.0","0.0","12500","0:00","22.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-10 17:36:01,false,"Bang Phli Road Cycling","70.68","832","02:11:12","134","159","--","--","--","32.3","49.5","9","15","0.00","0.0","0.0","77","125","118","50% L / 50% R","75.4","131","106","511","0.0","0.0","9451","0:00","24.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-11-10 06:20:46,false,"Bang Phli Road Cycling","100.17","1,051","03:00:00","139","180","--","--","--","33.4","53.5","5","13","0.00","0.0","0.0","73","121","121","50% L / 50% R","109.0","128","97","621","0.0","0.0","12358","0:00","22.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-11-07 17:41:49,false,"Bang Phli Road Cycling","70.40","918","02:16:19","140","173","--","--","--","31.0","53.2","4","7","0.00","0.0","0.0","71","123","153","50% L / 50% R","132.2","151","112","765","0.0","0.0","9164","0:00","25.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-11-06 17:41:23,false,"Bang Phli Road Cycling","93.95","1,080","02:46:03","138","179","--","--","--","33.9","42.4","4","10","0.00","0.0","0.0","76","126","120","50% L / 50% R","98.9","131","109","506","0.0","0.0","11863","0:00","25.0","0:00","No","00:00.00","4","0.0"
road_biking,2018-11-05 17:56:42,false,"Bang Phli Road Cycling","46.82","511","01:35:48","119","167","--","--","--","29.3","43.8","3","6","0.00","0.0","0.0","74","99","120","50% L / 50% R","57.0","125","89","477","0.0","0.0","6815","0:00","26.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-11-04 06:09:37,false,"Bang Phli Road Cycling","100.17","1,319","03:11:53","152","178","--","--","--","31.3","44.8","10","17","0.00","0.0","0.0","76","129","126","50% L / 50% R","126.5","149","115","479","0.0","0.0","14027","0:00","21.0","0:00","No","00:00.00","4","0.0"
walking,2018-11-02 17:25:28,false,"Walking","0.51","45","00:12:00","90","136","--","106","228","23:32","5:15","--","--","0.40","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-02 06:10:48,false,"Thung Song Road Cycling","52.70","795","01:50:16","133","175","--","--","--","28.7","54.1","229","244","0.00","0.0","0.0","73","101","149","50% L / 50% R","101.2","147","120","516","0.0","0.0","6699","0:00","20.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-01 07:57:38,false,"Thung Song Road Cycling","6.41","67","00:17:24","110","129","--","--","--","22.1","31.9","8","10","0.00","0.0","0.0","54","92","87","50% L / 50% R","5.3","--","64","187","0.0","0.0","706","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-11-01 06:14:56,false,"Thung Song Road Cycling","42.02","677","01:32:02","137","172","--","--","--","27.4","47.2","136","146","0.00","0.0","0.0","81","143","157","50% L / 50% R","93.7","161","123","977","0.0","0.0","5823","0:00","19.0","0:00","No","00:00.00","1","0.0"
walking,2018-10-31 17:50:01,false,"Walking","0.17","32","00:19:22","65","92","--","84","170","--","7:02","--","--","0.11","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-30 17:56:19,false,"Bang Phli Road Cycling","46.86","521","01:44:12","111","133","--","--","--","27.0","31.6","2","3","0.00","0.0","0.0","76","97","88","50% L / 50% R","33.6","98","83","318","0.0","0.0","7774","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-28 18:01:45,false,"Bang Phli Road Cycling","46.86","496","01:44:52","116","147","--","--","--","26.8","32.3","3","5","0.00","0.0","0.0","77","98","85","50% L / 50% R","31.8","99","79","368","0.0","0.0","7695","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-27 07:02:07,false,"Mueang Pathum Thani Road Cycling","199.02","2,299","07:06:52","148","174","--","--","--","28.0","41.8","123","111","0.00","0.0","0.0","70","127","109","50% L / 50% R","211.3","133","90","633","0.0","0.0","24713","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-26 17:13:46,false,"Bang Phli Road Cycling","23.41","323","00:44:11","147","176","--","--","--","31.8","45.5","7","11","0.00","0.0","0.0","83","113","141","50% L / 50% R","36.3","152","122","424","0.0","0.0","3586","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-25 17:44:58,false,"Bang Phli Road Cycling","70.73","841","01:54:58","146","173","--","--","--","36.9","50.6","11","14","0.00","0.0","0.0","77","155","136","50% L / 50% R","88.0","144","122","661","0.0","0.0","8049","0:00","25.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-10-24 17:50:40,false,"Bang Phli Road Cycling","70.31","935","02:16:44","138","172","--","--","--","30.9","45.6","1","6","0.00","0.0","0.0","85","102","123","50% L / 50% R","85.3","142","114","493","0.0","0.0","11451","0:00","23.0","0:00","No","00:00.00","3","0.0"
walking,2018-10-24 12:59:25,false,"Walking","0.97","57","00:14:46","92","115","--","102","180","15:13","7:00","--","--","0.64","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-23 09:51:42,false,"Bang Phli Road Cycling","46.95","544","01:54:35","110","141","--","--","--","24.6","29.7","6","6","0.00","0.0","0.0","67","81","81","50% L / 50% R","31.3","87","79","292","0.0","0.0","7612","0:00","25.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-21 17:59:50,false,"Bang Phli Road Cycling","46.91","545","01:54:19","108","141","--","--","--","24.6","28.6","3","5","0.00","0.0","0.0","77","97","82","50% L / 50% R","32.3","89","80","406","0.0","0.0","8570","0:00","22.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-19 17:18:47,false,"Bang Phli Road Cycling","94.11","1,172","02:53:35","151","182","--","--","--","32.5","50.5","11","15","0.00","0.0","0.0","72","104","134","50% L / 50% R","128.7","141","113","604","0.0","0.0","11529","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-17 17:42:04,false,"Bang Phli Road Cycling","70.32","991","02:18:19","150","175","--","--","--","30.5","42.9","2","6","0.00","0.0","0.0","81","114","127","50% L / 50% R","93.3","138","120","356","0.0","0.0","10688","0:00","25.0","0:00","No","00:00.00","3","0.0"
walking,2018-10-17 07:59:51,false,"Walking","0.13","69","00:41:42","70","100","--","78","170","--","7:02","--","--","0.04","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-13 06:44:52,false,"Bang Phli Road Cycling","99.99","1,187","03:06:39","145","171","--","--","--","32.1","46.9","11","14","0.00","0.0","0.0","69","134","121","50% L / 50% R","113.3","136","106","549","0.0","0.0","12090","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-10-12 18:19:50,false,"Bang Phli Road Cycling","47.15","663","01:33:59","132","163","--","--","--","30.1","48.9","7","11","0.00","0.0","0.0","89","102","136","50% L / 50% R","72.5","155","118","589","0.0","0.0","8182","0:00","26.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-09 17:45:21,false,"Bang Phli Road Cycling","46.94","547","01:08:05","157","173","--","--","--","41.4","50.6","3","6","0.00","0.0","0.0","75","126","157","50% L / 50% R","69.5","148","134","617","0.0","0.0","4455","0:00","26.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-08 17:51:54,false,"Bang Phli Road Cycling","46.81","609","01:37:16","--","--","--","--","--","28.9","33.9","--","7","0.00","0.0","0.0","85","101","111","50% L / 50% R","49.5","135","105","331","0.0","0.0","8114","0:00","25.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-07 07:02:15,false,"Phra Nakhon Si Ayutthaya Road Cycling","199.71","2,253","07:27:57","132","179","--","--","--","26.8","49.4","119","89","0.00","0.0","0.0","68","107","109","50% L / 50% R","223.1","109","84","1,720","0.0","0.0","22626","0:00","22.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-06 07:05:26,false,"Bang Phli Road Cycling","46.86","662","01:30:51","142","175","--","--","--","30.9","45.0","1","9","0.00","0.0","0.0","82","122","136","50% L / 50% R","70.1","142","122","591","0.0","0.0","7284","0:00","24.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-03 18:28:09,false,"Bang Phli Road Cycling","46.86","643","01:32:50","131","163","--","--","--","30.3","33.9","2","6","0.00","0.0","0.0","88","101","123","50% L / 50% R","58.2","143","116","466","0.0","0.0","8129","0:00","26.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-10-02 17:44:29,false,"Bang Phli Road Cycling","70.38","805","02:03:07","146","173","--","--","--","34.3","53.7","4","10","0.00","0.0","0.0","78","131","148","50% L / 50% R","111.4","134","109","707","0.0","0.0","8924","0:00","24.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-10-01 17:43:07,false,"Bang Phli Road Cycling","5.43","63","00:12:52","118","144","--","--","--","25.3","31.3","--","4","0.00","0.0","0.0","80","97","94","50% L / 50% R","4.6","--","83","226","0.0","0.0","984","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-30 17:32:32,false,"Bang Phli Road Cycling","46.90","655","01:30:18","144","167","--","--","--","31.2","36.2","2","5","0.00","0.0","0.0","79","101","128","50% L / 50% R","60.9","137","121","300","0.0","0.0","6895","0:00","27.0","0:00","No","00:00.00","1","0.0"
indoor_cardio,2018-09-28 18:21:32,false,"Cardio","0.00","995","01:39:55","129","164","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-22 07:00:18,false,"Chom Bueng Road Cycling","608.59","6,495","26:07:55","131","188","--","--","--","23.3","71.0","5,616","5,619","0.00","0.0","0.0","72","127","106","--","729.5","141","69","532","0.0","0.0","92227","0:00","19.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-19 17:21:29,false,"Bang Phli Road Cycling","70.30","701","02:49:49","126","175","--","--","--","24.8","33.9","7","10","0.00","0.0","0.0","71","108","79","--","44.4","105","69","505","0.0","0.0","11426","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-18 17:58:53,false,"Bang Phli Road Cycling","46.87","644","01:38:25","134","169","--","--","--","28.6","55.7","10","19","0.00","0.0","0.0","81","128","135","--","74.8","149","109","748","0.0","0.0","7663","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-16 06:21:52,false,"Bang Phli Road Cycling","46.87","616","01:37:26","125","149","--","--","--","28.9","40.6","4","9","0.00","0.0","0.0","80","100","113","50% L / 50% R","52.0","124","105","396","0.0","0.0","7513","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-15 07:01:05,false,"Mueang Nakhon Pathom Road Cycling","201.11","2,413","07:12:09","141","177","--","--","--","27.9","43.7","134","113","0.00","0.0","0.0","80","134","113","--","228.2","130","93","741","0.0","0.0","28972","0:00","22.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-13 17:39:53,false,"Bang Phli Road Cycling","46.77","563","01:13:44","148","170","--","--","--","38.1","55.3","7","16","0.00","0.0","0.0","88","118","137","--","57.5","140","128","566","0.0","0.0","6381","0:00","24.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-09-12 17:36:23,false,"Bang Phli Road Cycling","70.42","871","01:52:18","148","177","--","--","--","37.6","48.9","14","22","0.00","0.0","0.0","85","113","140","--","91.7","150","129","672","0.0","0.0","9437","0:00","25.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-09-11 17:43:18,false,"Bang Phli Road Cycling","70.46","811","01:59:14","138","176","--","--","--","35.5","50.5","14","20","0.00","0.0","0.0","81","115","136","--","92.0","135","113","563","0.0","0.0","9559","0:00","26.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-09 06:46:38,false,"Bang Phli Road Cycling","117.35","1,444","03:29:56","141","165","--","--","--","33.5","46.6","24","29","0.00","0.0","0.0","81","116","122","--","130.9","136","115","595","0.0","0.0","17000","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-08 06:44:52,false,"Bang Phli Road Cycling","117.52","1,496","03:40:00","145","187","--","--","--","32.1","49.3","23","31","0.00","0.0","0.0","81","122","119","--","130.0","134","113","548","0.0","0.0","17744","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-06 17:35:45,false,"Bang Phli Road Cycling","93.88","1,110","03:00:41","133","168","--","--","--","31.2","46.2","11","35","0.00","0.0","0.0","81","105","112","--","94.1","128","102","544","0.0","0.0","14442","0:00","21.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-05 17:20:30,false,"Bang Phli Road Cycling","23.40","281","00:40:03","143","174","--","--","--","35.1","55.3","1","7","0.00","0.0","0.0","91","127","147","--","35.4","134","117","658","0.0","0.0","3612","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-04 19:15:04,false,"Bang Phli Road Cycling","23.43","290","00:42:17","141","171","--","--","--","33.2","45.4","2","9","0.00","0.0","0.0","85","122","130","--","29.6","142","115","449","0.0","0.0","3589","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-02 06:50:14,false,"Bang Phli Road Cycling","46.88","569","01:31:55","137","163","--","--","--","30.6","36.8","4","6","0.00","0.0","0.0","79","98","112","--","47.8","126","103","305","0.0","0.0","7277","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-09-01 07:05:29,false,"Mueang Pathum Thani Road Cycling","204.47","2,191","08:01:34","130","185","--","--","--","25.5","41.5","163","142","0.00","0.0","0.0","73","115","99","--","198.0","112","76","580","0.0","0.0","28764","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-30 17:49:43,false,"Bang Phli Road Cycling","70.33","992","02:10:33","152","176","--","--","--","32.3","45.7","16","26","0.00","0.0","0.0","85","109","134","--","97.3","159","127","319","0.0","0.0","11085","0:00","25.0","0:00","No","00:00.00","3","0.0"
road_biking,2018-08-29 18:02:17,false,"Bang Phli Road Cycling","46.91","563","01:37:20","136","170","--","--","--","28.9","47.3","10","19","0.00","0.0","0.0","76","104","126","--","64.4","128","97","487","0.0","0.0","6798","0:00","26.0","0:00","No","00:00.00","2","0.0"
road_biking,2018-08-25 06:59:56,false,"Chom Bueng Road Cycling","397.10","5,113","16:46:24","136","195","--","--","--","23.7","62.6","3,721","3,713","0.00","0.0","0.0","75","213","115","--","555.4","126","85","972","0.0","0.0","59704","0:00","19.0","0:00","No","00:00.00","5","0.0"
road_biking,2018-08-22 18:09:08,false,"Bang Phli Road Cycling","46.86","534","01:32:00","136","167","--","--","--","30.6","44.0","9","14","0.00","0.0","0.0","86","113","109","--","45.5","131","97","293","0.0","0.0","7697","0:00","23.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-21 17:38:40,false,"Bang Phli Road Cycling","93.91","1,047","02:51:01","140","169","--","--","--","32.9","51.4","12","22","0.00","0.0","0.0","83","122","120","--","102.2","136","102","636","0.0","0.0","13845","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-20 17:38:40,false,"Bang Phli Road Cycling","70.34","923","02:19:35","148","172","--","--","--","30.2","55.6","14","20","0.00","0.0","0.0","83","115","121","--","85.2","134","110","537","0.0","0.0","11441","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-17 18:10:06,false,"Bang Phli Road Cycling","46.86","640","01:28:28","147","185","--","--","--","31.8","43.3","8","18","0.00","0.0","0.0","87","110","127","--","59.4","139","121","338","0.0","0.0","7596","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-16 18:47:17,false,"Bang Phli Road Cycling","23.45","262","00:42:47","144","170","--","--","--","32.9","48.9","4","7","0.00","0.0","0.0","76","115","130","--","29.6","136","102","602","0.0","0.0","3029","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-16 17:37:43,false,"Bang Phli Road Cycling","46.93","535","01:09:23","155","173","--","--","--","40.6","55.0","7","11","0.00","0.0","0.0","84","118","139","--","55.5","141","129","594","0.0","0.0","5782","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-14 17:52:15,false,"Bang Phli Road Cycling","46.86","477","01:57:14","112","159","--","--","--","24.0","35.4","4","10","0.00","0.0","0.0","69","135","94","--","42.8","135","68","416","0.0","0.0","7762","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-13 06:27:18,false,"Bang Phli Road Cycling","93.96","995","02:39:54","132","165","--","--","--","35.3","53.5","14","28","0.00","0.0","0.0","76","115","121","--","96.7","129","104","575","0.0","0.0","11946","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-12 06:32:00,false,"Bang Phli Road Cycling","94.18","1,136","02:54:25","146","171","--","--","--","32.4","47.7","30","38","0.00","0.0","0.0","81","110","117","--","99.2","131","109","496","0.0","0.0","13815","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-11 17:41:02,false,"Bang Phli Road Cycling","46.94","591","01:37:23","126","157","--","--","--","28.9","48.7","8","13","0.00","0.0","0.0","80","96","121","--","59.1","135","101","410","0.0","0.0","7541","0:00","24.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-09 17:50:10,false,"Bang Phli Road Cycling","70.47","802","01:52:32","155","176","--","--","--","37.6","54.4","9","18","0.00","0.0","0.0","88","118","133","--","83.0","135","119","703","0.0","0.0","9670","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-08 17:55:54,false,"Bang Phli Road Cycling","70.37","807","02:22:42","129","166","--","--","--","29.6","56.0","6","20","0.00","0.0","0.0","77","128","116","--","79.1","128","94","501","0.0","0.0","10786","0:00","25.0","0:00","No","00:00.00","1","0.0"
road_biking,2018-08-06 17:50:55,false,"Bang Phli Road Cycling","70.40","864","02:24:14","133","168","--","--","--","29.3","42.7","7","19","0.00","0.0","0.0","83","104","110","--","71.9","126","100","354","0.0","0.0","11472","0:00","24.0","0:00","No","00:00.00","1","0.0"
